70549 1   1    1   9 611 547
70550 1   1    1 -21 521 572
70546 2   2    2  17 567 555
70547 2   2    2  25 588 537
70548 2   2    2  29 599 530
70544 2   3    3 -13 603 542
70545 2   3    3 -15 596 544
70543 2   3    4   7 612 539
70541 2   3    5   5 592 532
70542 2   3    5   5 592 535
70537 2   4    6 -17 533 560
70538 2   4    6   5 599 527
70539 2   4    6  -7 563 562
70540 2   4    6   7 605 554
70536 2   5    7  -3 608 545
70533 2   5    8  17 599 540
70534 2   5    8  31 638 535
70535 2   5    8   3 559 542
70531 2   6    9  45 553 532
70532 2   6    9  41 544 532
70530 2   7   10  45 603 532
70527 2   7   11  27 552 535
70528 2   7   11  23 542 537
70529 2   7   11  23 542 537
70525 1   7   12  21 543 555
70526 1   7   12  27 558 552
70522 2   8   13  29 593 527
70523 2   8   13  11 545 534
70524 2   8   13  25 582 522
70521 2   9   14 -17 578 545
70517 2  10   15   5 515 540
70518 2  10   15   7 521 540
70519 2  10   15  31 582 535
70520 2  10   15   5 515 540
70514 2  11   16  -7 465 560
70515 2  11   16  25 545 537
70516 2  11   16  25 545 530
70512 2  11   17  45 563 525
70513 2  11   17  33 535 527
70509 2  12   18   1 547 559
70510 2  12   18  19 598 527
70511 2  12   18  -7 525 530
70506 2  12   19  37 550 512
70507 2  12   19  15 498 529
70508 2  12   19  29 531 530
70503 2  13   20  21 563 522
70504 2  13   20  19 557 540
70505 2  13   20  21 563 527
70501 2  13   21  17 549 529
70502 2  13   21   1 508 520
70499 2  14   22   9 545 550
70500 2  14   22   7 540 539
70497 1  15   23  39 639 520
70498 1  15   23  13 568 539
70491 1  16   24   5 505 542
70492 1  16   24  29 566 537
70493 1  16   24 -15 455 552
70494 2  16   24  33 576 519
70495 2  16   24  13 525 522
70496 2  16   24 -13 460 545
70485 2  17   25 -19 533 555
70486 2  17   25 -21 527 554
70487 2  17   25 -21 527 564
70488 2  17   25 -35 485 552
70489 2  17   25  -9 564 537
70490 2  17   25 -29 503 552
70482 2  18   26 -35 488 562
70483 2  18   26 -19 537 547
70484 2  18   26  -1 591 550
70479 2  18   27   7 594 539
70480 2  18   27   1 576 554
70481 2  18   27  15 618 532
70475 2  18   28  11 582 512
70476 2  18   28   3 559 525
70477 2  18   28   9 576 505
70478 2  18   28  -1 548 544
70470 2  19   29 -13 526 527
70471 2  19   29   5 578 517
70472 2  19   29   9 590 507
70473 2  19   29  -3 555 497
70474 2  19   29 -35 523 519
70466 2  19   30  -9 585 525
70467 2  19   30 -27 528 535
70468 2  19   30  -7 591 547
70469 2  19   30  13 654 512
70464 2  19   31 -13 523 514
70465 2  19   31 -21 500 517
70462 2  20   32  41 648 495
70463 2  20   32 -15 495 550
70461 2  20   33  37 598 497
70459 2  20   34 -25 478 517
70460 2  20   34 -29 466 507
70457 2  20   35   5 535 504
70458 2  20   35  -3 513 522
70456 2  20   36   9 505 502
70453 2  21   37  37 614 460
70454 2  21   37  41 624 500
70455 2  21   37  15 556 527
70451 2  21   38  -7 490 515
70452 2  21   38   5 521 512
70448 2  21   39   1 503 535
70449 2  21   39   1 503 535
70450 2  21   39   5 513 527
70446 2  21   40  25 545 489
70447 2  21   40 -15 446 547
70445 2  22   41 -21 521 527
70443 2  22   42 -17 524 522
70444 2  22   42 -27 494 540
70442 2  22   43 -33 468 525
70441 2  22   44  -7 540 477
70436 1  22   45   5 562 527
70437 1  22   45  15 593 537
70438 2  22   45   7 567 517
70439 2  22   45 -19 494 504
70440 2  22   45   7 567 500
70434 2  22   46 -35 428 519
70435 2  22   46   3 529 520
70431 2  23   47  17 491 474
70432 2  23   47 -27 522 504
70433 2  23   47  21 500 485
70429 2  23   48  29 514 497
70430 2  23   48  45 550 489
70427 2  23   49  29 505 485
70428 2  23   49  37 523 515
70425 2  23   50  15 629 522
70426 2  23   50  45 541 482
70421 2  23   51  17 473 460
70422 2  23   51 -23 512 507
70423 2  23   51  -7 420 495
70424 2  23   51   5 446 497
70420 2  23   52  29 498 472
70419 2  23   53 -31 471 492
70418 2  23   54 -17 500 487
70416 2  23   55 -21 486 507
70417 2  23   55 -27 469 535
70415 2  23   56   9 557 532
70414 2  23   57 -31 425 492
70413 2  23   58   1 508 495
70411 2  24   59  -3 490 542
70412 2  24   59  -9 474 532
70407 2  24   60 -29 417 527
70408 2  24   60  -1 487 545
70409 2  24   60 -13 457 510
70410 2  24   60   9 513 517
70402 2  24   61  -3 478 529
70403 2  24   61  19 532 525
70404 2  24   61  -5 473 527
70405 2  24   61   9 507 525
70406 2  24   61 -13 453 515
70401 2  24   62  35 572 512
70398 2  24   63  15 517 512
70399 2  24   63  35 567 502
70400 2  24   63 -27 414 547
70397 2  24   64  29 514 515
70396 2  24   65  17 475 540
70395 2  24   66 -23 534 537
70393 2  24   67 -11 538 522
70394 2  24   67 -19 515 522
70390 2  24   68  27 575 524
70391 2  24   68  19 554 522
70392 2  24   68  11 534 517
70388 2  24   69   7 510 480
70389 2  24   69  11 520 492
70387 2  24   70   5 500 525
70386 2  24   71  43 575 499
70385 2  24   72 -17 430 552
70384 2  24   73 -15 425 507
70383 2  25   74 -19 530 517
70380 2  25   75  -9 547 510
70381 2  25   75  19 629 485
70382 2  25   75  -5 559 535
70379 2  25   76  -9 547 499
70377 2  25   77   1 554 472
70378 2  25   77  -3 542 482
70375 2  25   78 -11 558 535
70376 2  25   78 -21 527 525
70372 2  25   79 -15 533 512
70373 2  25   79 -25 503 512
70374 2  25   79 -19 521 519
70371 2  25   80 -27 494 520
70370 2  25   81 -35 457 545
70367 2  25   82  -3 533 527
70368 2  25   82 -23 478 527
70369 2  25   82 -35 444 547
70364 2  25   83 -29 461 505
70365 2  25   83   3 550 512
70366 2  25   83 -23 478 537
70361 2  25   84 -35 494 532
70362 2  25   84 -17 492 532
70363 2  25   84 -13 503 550
70358 2  25   85   9 570 535
70359 2  25   85 -31 458 545
70360 2  25   85 -15 503 522
70355 2  25   86 -13 503 537
70356 2  25   86   5 552 557
70357 2  25   86 -19 486 555
70353 2  25   87  -5 519 530
70354 2  25   87   5 546 540
70352 2  25   88   9 543 527
70350 2  25   89   7 537 527
70351 2  25   89   7 537 530
70349 1  25   90  45 594 547
70347 2  26   91  13 662 522
70348 2  26   91  17 675 540
70344 2  26   92 -11 508 499
70345 2  26   92   5 552 489
70346 2  26   92   5 552 529
70343 2  26   93  15 559 525
70342 2  26   94  -7 500 537
70340 2  26   95  -3 505 535
70341 2  26   95 -15 474 527
70336 2  27   96  -1 485 525
70337 2  27   96   1 490 534
70338 2  27   96   5 500 539
70339 2  27   96   5 500 527
70332 2  27   97  41 587 537
70333 2  27   97   3 493 524
70334 2  27   97   7 580 540
70335 2  27   97 -11 529 540
70329 2  27   98   5 481 537
70330 2  27   98   7 486 519
70331 2  27   98   5 552 522
70326 2  27   99  -7 452 545
70327 2  27   99  15 505 527
70328 2  27   99 -13 503 554
70324 2  27  100  15 488 522
70325 2  27  100  13 553 525
70323 2  27  101  19 554 532
70321 2  27  102   7 508 535
70322 2  27  102 -31 482 552
70318 2  27  103 -17 441 525
70319 2  27  103  -1 480 524
70320 2  27  103  -5 470 522
70315 2  27  104  11 440 539
70316 2  27  104  -1 415 545
70317 2  27  104   5 483 535
70314 2  27  105  -7 454 537
70309 2  27  106  -1 408 560
70310 1  27  106  27 610 537
70311 1  27  106   9 560 552
70312 1  27  106  -5 522 565
70313 2  27  106 -21 478 547
70308 2  27  107 -13 497 547
70306 2  27  108 -15 474 539
70307 2  27  108 -13 479 539
70303 2  27  109  19 552 537
70304 2  27  109  -9 479 557
70305 2  27  109 -17 459 562
70302 2  27  110 -15 462 555
70299 2  28  111  -7 556 542
70300 2  28  111 -15 533 519
70301 2  28  111   7 598 530
70295 2  28  112 -23 506 535
70296 2  28  112 -25 500 539
70297 2  28  112 -25 500 514
70298 2  28  112  -1 571 537
70294 2  28  113  15 559 522
70293 2  28  114   1 521 527
70291 2  28  115 -27 440 555
70292 2  28  115  19 560 532
70289 2  29  116  -1 492 542
70290 2  29  116  45 609 510
70288 2  29  117  45 603 550
70286 2  29  118  19 512 502
70287 2  29  118  37 555 517
70284 2  29  119 -15 423 524
70285 2  29  119  19 502 537
70282 2  29  120  39 547 535
70283 2  29  120  31 528 540
70278 2  29  121 -11 613 555
70279 2  29  121 -35 533 545
70280 2  29  121 -25 567 525
70281 2  29  121 -15 600 520
70277 2  29  122   1 580 522
70276 2  29  123   7 580 515
70274 2  29  124  25 632 522
70275 2  29  124   9 586 537
70272 2  30  125  -3 527 530
70273 2  30  125  23 599 514
70271 2  30  126   1 538 522
70269 2  30  127  29 596 525
70270 2  30  127  31 601 487
70268 2  31  128  -7 495 527
70265 2  31  129   5 510 524
70266 2  31  129 -15 459 532
70267 2  31  129 -19 449 547
70263 2  31  130  -7 472 540
70264 2  31  130 -19 442 549
70262 2  31  131  11 512 537
70260 2  31  132   9 502 535
70261 2  31  132 -33 399 564
70258 2  31  133  29 533 540
70259 2  31  133   5 476 527
70257 2  31  134  17 505 522
70256 2  32  135  15 530 510
70254 2  32  136  25 556 527
70255 2  32  136  -7 475 520
70252 2  32  137  29 554 505
70253 2  32  137  17 525 520
70251 2  32  138  13 512 555
70248 2  32  139  45 577 514
70249 2  32  139  43 572 520
70250 2  32  139   5 481 535
70247 2  32  140   3 467 550
70245 2  32  141 -31 381 562
70246 2  32  141  27 516 510
70244 2  32  142  15 538 542
70241 2  32  143  23 545 479
70242 2  32  143  23 545 510
70243 2  32  143  45 600 475
70239 2  32  144  31 565 527
70240 2  32  144  17 530 532
70238 2  32  145  -1 478 562
70235 2  32  146 -15 514 525
70236 2  32  146  43 586 492
70237 2  32  146  37 571 530
70231 2  32  147  13 545 522
70232 2  32  147  29 586 512
70233 2  32  147  45 548 487
70234 2  32  147   7 529 527
70230 2  32  148  17 533 519
70227 1  32  149  23 545 537
70228 1  32  149  57 630 514
70229 2  32  149  31 565 495
70225 2  32  150  13 520 517
70226 2  32  150  -1 485 547
70223 2  33  151   5 546 550
70224 2  33  151   5 546 537
70221 2  33  152  39 626 542
70222 2  33  152  15 561 537
70218 1  33  153 -13 484 559
70219 2  33  153  11 548 512
70220 2  33  153  21 574 515
70216 2  33  154  29 593 507
70217 2  33  154  37 614 515
70214 2  33  155  11 542 514
70215 2  33  155  -5 500 525
70210 1  33  156 -11 554 520
70211 2  33  156 -29 500 512
70212 2  33  156 -31 494 529
70213 2  33  156 -15 542 527
70207 1  33  157  13 594 535
70208 2  33  157   7 577 509
70209 2  33  157   9 583 539
70202 1  33  158  45 656 524
70203 1  33  158  31 617 545
70204 1  33  158  33 623 522
70205 2  33  158   5 546 555
70206 2  33  158  11 563 530
70198 1  34  159  21 679 537
70199 2  34  159 -11 492 532
70200 2  34  159 -17 476 552
70201 2  34  159  19 572 510
70196 2  34  160 -23 460 514
70197 2  34  160  25 588 509
70193 2  34  161   1 519 517
70194 2  34  161  27 587 495
70195 2  34  161  15 556 537
70192 2  34  162  43 617 535
70188 2  35  163 -17 543 520
70189 2  35  163   7 616 495
70190 2  35  163  17 646 505
70191 2  35  163 -29 506 535
70184 2  35  164 -11 561 520
70185 2  35  164 -13 555 495
70186 2  35  164 -11 561 487
70187 2  35  164 -15 549 512
70182 2  35  165 -17 530 532
70183 2  35  165   7 601 505
70179 2  35  166  -3 522 524
70180 2  35  166  -7 511 510
70181 2  35  166   5 543 522
70174 2  35  167  13 559 527
70175 2  35  167  23 586 527
70176 2  35  167  31 608 535
70177 2  35  167  11 554 540
70178 2  35  167   5 538 524
70172 2  35  168  15 553 497
70173 2  35  168   7 532 557
70168 2  35  169  23 568 512
70169 2  35  169   5 521 499
70170 2  35  169  11 536 530
70171 2  35  169  33 594 527
70167 2  35  170  -7 487 532
70163 2  35  171   5 515 510
70164 2  35  171   9 526 520
70165 2  35  171  -3 495 525
70166 2  35  171  -7 485 520
70161 2  35  172  11 510 532
70162 2  35  172  19 611 495
70159 2  35  173  27 603 475
70160 2  35  173  -5 516 490
70156 2  35  174  -5 514 545
70157 2  35  174  21 584 545
70158 2  35  174  41 638 517
70152 2  35  175   7 543 519
70153 2  35  175  43 640 509
70154 2  35  175  13 559 507
70155 2  35  175  23 586 497
70150 2  35  176  13 547 537
70151 2  35  176  41 621 502
70149 2  35  177  27 572 512
70145 2  35  178  37 580 560
70146 2  35  178  31 565 545
70147 2  35  178  33 570 515
70148 2  35  178  21 540 547
70141 2  35  179  45 597 537
70142 2  35  179  -3 480 559
70143 2  35  179  13 517 519
70144 2  35  179  41 587 514
70138 1  35  180  57 603 517
70139 2  35  180  71 636 480
70140 2  35  180  45 574 515
70135 2  35  181  61 590 464
70136 2  35  181  55 576 505
70137 2  35  181  43 548 487
70130 2  36  182  45 574 487
70131 2  36  182   5 478 509
70132 2  36  182  -1 464 505
70133 2  36  182   9 488 537
70134 2  36  182   1 469 515
70127 2  36  183 -15 429 519
70128 2  36  183  19 510 527
70129 2  36  183   7 481 499
70121 2  36  184  17 495 527
70122 2  36  184  29 523 517
70123 2  36  184  15 491 502
70124 2  36  184 -23 402 502
70125 2  36  184  45 561 500
70126 2  36  184  13 486 497
70119 2  36  185  11 599 497
70120 2  36  185 -25 494 525
70118 2  36  186 -11 532 512
70113 2  36  187  -9 505 502
70114 2  36  187 -15 489 512
70115 2  36  187   1 533 490
70116 2  36  187 -21 473 524
70117 2  36  187  -9 505 529
70107 2  36  188   7 543 549
70108 2  36  188 -35 430 532
70109 2  36  188 -21 468 532
70110 2  36  188  -7 505 524
70111 2  36  188 -13 489 547
70112 2  36  188   3 532 542
70104 2  37  189  15 451 517
70105 2  37  189  45 515 497
70106 2  37  189  39 502 480
70102 2  37  190 -25 459 517
70103 2  37  190 -35 432 527
70100 2  37  191  -3 513 529
70101 2  37  191  -1 519 505
70097 2  37  192  -9 554 537
70098 2  37  192  -1 500 552
70099 2  37  192  -7 485 552
70095 2  37  193  11 526 550
70096 2  37  193 -19 449 540
70093 2  37  194 -11 469 510
70094 2  37  194 -23 439 522
70089 2  37  195  -3 542 520
70090 2  37  195  23 537 532
70091 2  37  195 -21 492 514
70092 2  37  195 -21 492 500
70086 2  37  196   5 485 530
70087 2  37  196   5 485 542
70088 2  37  196 -23 478 494
70085 2  37  197  -9 487 542
70083 2  37  198   3 508 494
70084 2  37  198  -9 477 532
70080 2  37  199  15 461 527
70081 2  37  199   1 485 494
70082 2  37  199 -11 455 522
70076 2  37  200   9 470 549
70077 2  37  200  37 535 510
70078 2  37  200  -3 442 540
70079 2  37  200  19 493 522
70073 2  37  201  -3 438 532
70074 2  37  201  -3 438 545
70075 2  37  201  29 511 507
70071 2  37  202   7 449 530
70072 2  37  202  37 516 522
70070 2  37  203   9 453 514
70067 2  37  204  13 452 530
70068 2  37  204   1 426 525
70069 2  37  204   5 435 520
70061 2  38  205 -15 612 507
70062 2  38  205 -13 619 505
70063 2  38  205   1 667 532
70064 2  38  205  -9 633 512
70065 2  38  205 -31 558 542
70066 2  38  205 -39 531 530
70060 2  39  206  39 544 534
70057 2  39  207  37 523 515
70058 2  39  207  35 518 510
70059 2  39  207  37 523 554
70056 2  40  208 -11 520 510
70053 2  40  209 -11 520 544
70054 2  40  209  -1 548 550
70055 2  40  209  19 605 542
70052 2  40  210 -19 492 515
70051 2  40  211  -3 536 532
70046 2  40  212  45 583 532
70047 2  40  212  29 544 504
70048 2  40  212  39 568 504
70049 2  40  212  35 558 524
70050 2  40  212  29 544 522
70044 2  41  213  37 614 507
70045 2  41  213   3 524 544
70038 2  41  214  27 575 560
70039 2  41  214  35 596 552
70040 2  41  214  45 622 539
70041 2  41  214  13 539 542
70042 2  41  214  25 570 557
70043 2  41  214  29 580 544
70034 2  42  215  19 633 510
70035 2  42  215 -19 521 515
70036 2  42  215  -7 556 545
70037 2  42  215 -25 503 535
70031 2  42  216 -35 465 555
70032 2  42  216  -9 541 545
70033 2  42  216 -11 535 542
70030 2  43  217  -5 559 559
70029 2  43  218  11 701 540
70028 2  43  219  25 595 534
70026 2  44  220 -25 567 537
70027 2  44  220 -17 593 515
70024 2  44  221  -3 611 500
70025 2  44  221  -1 618 500
70021 2  44  222 -23 548 520
70022 2  44  222   5 637 504
70023 2  44  222 -25 541 484
70018 1  45  223  13 601 512
70019 2  45  223  15 607 527
70020 2  45  223  -5 549 520
70017 2  45  224 -17 543 537
70015 1  45  225  -5 576 534
70016 1  45  225   9 618 535
70011 2  45  226 -21 534 532
70012 2  45  226 -17 546 530
70013 2  45  226 -17 546 520
70014 2  45  226 -13 558 542
70008 2  46  227 -17 574 522
70009 2  46  227 -23 555 540
70010 2  46  227 -35 516 535
70005 2  46  228  -3 565 525
70006 2  46  228  11 606 519
70007 2  46  228   5 588 507
70002 2  46  229  13 634 482
70003 2  46  229 -27 512 514
70004 2  46  229  -9 567 522
70000 2  46  230 -17 517 495
70001 2  46  230   5 581 519
69995 2  46  231 -29 503 510
69996 2  46  231   5 606 524
69997 2  46  231 -25 515 512
69998 2  46  231 -21 527 534
69999 2  46  231  43 617 517
69994 2  46  232   5 559 515
69993 2  46  233 -15 545 529
69991 1  46  234 -21 569 530
69992 1  46  234 -25 556 550
69989 2  47  235 -19 512 537
69990 2  47  235  -5 552 532
69988 2  47  236 -19 518 530
69986 2  47  237  37 620 525
69987 2  47  237  31 604 502
69985 2  47  238   5 529 537
69984 2  48  239  33 613 522
69983 2  48  240  -9 554 525
69982 2  48  241 -13 535 524
69981 2  48  242 -11 520 547
69978 2  48  243  -3 561 552
69979 2  48  243  39 588 524
69980 2  48  243  -7 550 562
69976 1  48  244  -7 534 540
69977 2  48  244  -7 534 539
69970 1  48  245  17 646 547
69971 1  48  245  17 646 540
69972 2  48  245   5 610 510
69973 2  48  245  -5 579 532
69974 2  48  245 -21 530 550
69975 2  48  245 -23 524 535
69967 1  48  246  43 669 522
69968 1  48  246  27 624 527
69969 2  48  246  15 590 512
69965 2  48  247 -21 576 532
69966 2  48  247 -33 536 517
69964 2  48  248  11 589 515
69961 1  48  249 -21 572 534
69962 1  48  249 -23 566 517
69963 2  48  249 -29 546 522
69960 2  48  250  41 652 512
69958 2  49  251  -3 582 512
69959 2  49  251 -11 558 532
69957 2  49  252   5 562 564
69956 2  49  253 -35 510 550
69954 2  49  254   5 535 532
69955 2  49  254  21 578 524
69953 2  49  255   3 541 534
69949 1  49  256  57 689 522
69950 1  49  256  15 574 527
69951 2  49  256  13 568 560
69952 2  49  256  23 596 537
69946 2  49  257 -11 544 537
69947 2  49  257 -27 497 552
69948 2  49  257 -31 485 545
69944 2  49  258  -7 556 519
69945 2  49  258  13 615 525
69943 2  49  259  -3 516 542
69939 1  49  260  -1 599 549
69940 2  49  260  31 574 519
69941 2  49  260   9 518 540
69942 2  49  260  45 609 520
69938 2  49  261 -17 503 522
69937 2  49  262   1 538 544
69935 2  49  263  29 605 519
69936 2  49  263  17 573 537
69934 2  49  264   1 530 532
69932 2  49  265  45 600 537
69933 2  49  265   9 510 550
69930 2  49  266  23 540 519
69931 2  49  266  27 550 530
69929 2  49  267  -7 618 514
69928 2  49  268   5 543 532
69925 2  49  269   9 551 525
69926 2  49  269   9 551 565
69927 2  49  269   5 541 500
69924 2  50  270 -33 485 527
69922 2  50  271   1 544 512
69923 2  50  271   9 567 505
69920 2  50  272  -9 528 520
69921 2  50  272  -7 534 530
69919 2  50  273  11 566 530
69918 2  50  274   7 652 539
69916 1  50  275   3 615 530
69917 2  50  275  -7 584 534
69915 2  50  276 -21 537 530
69912 2  50  277   9 580 527
69913 2  50  277  -7 534 545
69914 2  50  277   7 574 529
69910 2  50  278  13 581 525
69911 2  50  278  11 575 525
69908 2  50  279  39 650 527
69909 2  50  279  45 667 525
69905 1  50  280  15 648 537
69906 1  50  280  -5 586 525
69907 2  50  280  25 601 520
69902 2  50  281  -7 570 530
69903 2  50  281 -29 503 534
69904 2  50  281 -15 545 530
69899 2  50  282  15 593 500
69900 2  50  282  25 621 520
69901 2  50  282  45 678 515
69897 2  50  283 -27 560 514
69898 2  50  283   3 556 540
69891 1  50  284  -1 542 557
69892 2  50  284  43 665 560
69893 2  50  284  15 587 542
69894 2  50  284   9 570 540
69895 2  50  284  35 642 554
69896 2  50  284   9 570 532
69888 2  50  285  15 587 542
69889 2  50  285   9 570 542
69890 2  50  285  -7 525 540
69887 2  50  286   9 630 539
69885 2  50  287 -21 509 542
69886 2  50  287  -1 571 550
69883 2  50  288  -9 604 535
69884 2  50  288 -25 552 552
69880 2  50  289 -21 537 480
69881 2  50  289 -13 562 527
69882 2  50  289  -7 580 505
69878 2  50  290   1 594 515
69879 2  50  290  -3 582 510
69876 2  50  291   1 587 547
69877 2  50  291 -23 515 530
69875 2  50  292  -5 562 482
69873 2  51  293  -9 538 512
69874 2  51  293   5 578 505
69870 1  51  294  15 603 537
69871 2  51  294   5 575 542
69872 2  51  294   7 580 534
69866 1  51  295 -13 538 524
69867 1  51  295   5 592 530
69868 2  51  295  -9 550 525
69869 2  51  295 -11 544 527
69864 2  51  296   1 533 522
69865 2  51  296 -19 478 540
69862 2  51  297  -7 537 550
69863 2  51  297  -7 537 524
69861 2  51  298   1 541 529
69859 1  51  299  15 565 555
69860 1  51  299  59 683 517
69856 1  51  300   7 580 520
69857 1  51  300  11 592 545
69858 1  51  300   5 575 535
69855 2  51  301  33 600 555
69854 2  51  302 -13 562 522
69853 2  51  303  -1 564 515
69849 2  51  304  -5 552 534
69850 2  51  304 -19 509 532
69851 2  51  304  -5 552 539
69852 2  51  304   1 566 532
69847 2  51  305  21 621 497
69848 2  51  305 -11 529 502
69846 2  51  306  -9 541 522
69844 2  52  307  15 568 552
69845 2  52  307   9 551 507
