   14 2   1    1  -9 612 520
   15 1   1    1  19 704 547
   35 2   1    2  59 709 522
   36 2   1    2  -9 520 542
   37 1   1    2  63 721 505
   38 1   1    2  55 698 540
   39 1   1    2  45 670 512
   40 1   1    2  37 648 555
   41 2   1    3  -9 511 512
   42 2   1    3  -5 522 530
   70 2   1    4 -19 512 560
   71 2   1    4 -17 517 547
   72 2   1    4   5 581 549
   73 2   1    4   7 587 514
   91 2   1    5  63 705 510
   92 2   1    5  25 601 547
   93 2   1    5  31 617 539
   94 2   1    5  15 574 552
   95 2   1    6 -15 570 535
   96 2   1    6  -5 601 504
   97 2   1    6  21 578 529
  106 2   1    7  -7 563 544
  107 1   1    7  -5 569 547
  108 1   1    7  19 641 547
  109 2   1    8   9 518 550
  110 2   1    8  -9 472 537
  111 2   1    8  -7 477 539
  112 1   1    8  -3 571 519
  113 1   1    8 -25 506 564
  114 1   1    8  -3 487 567
  122 2   1    9   9 600 530
  123 2   1    9  15 618 545
  124 2   1    9  29 659 529
  125 2   1    9   5 588 542
  126 1   1    9   5 694 530
  127 1   1    9  -9 646 492
  128 2   1   10  -5 559 519
  129 2   1   10   9 600 540
  130 2   1   10  27 653 550
  131 1   1   10 -25 590 540
  132 1   1   10 -15 625 539
  133 2   1   11   1 570 520
  134 2   1   11   9 593 520
  135 1   1   11  39 680 520
  146 1   1   12  71 778 530
  152 2   1   13  35 665 502
  153 2   1   13  25 636 489
  154 2   1   13   9 590 547
  158 2   1   14  33 655 490
  159 2   1   14  25 632 494
  160 2   1   14  27 638 484
  155 2   1   15 -29 477 517
  156 2   1   15  43 684 510
  157 1   1   15  81 793 505
  206 2   1   16 -31 532 502
  207 2   1   16  -9 604 505
  208 1   1   16 -13 591 522
  202 2   1   17 -19 571 507
  203 2   1   17  -9 604 505
  204 1   1   17 -23 558 520
  205 1   1   17 -31 532 512
  211 2   2   18  -1 588 525
  212 2   2   18  -3 582 515
  213 1   2   18  -1 588 542
  214 1   2   18  -9 564 544
  215 2   2   19  11 617 507
  216 2   2   19  23 653 499
  217 2   2   19   3 593 517
  218 2   2   19   3 593 525
  219 2   2   19  -7 563 530
  220 1   2   19  15 629 522
  221 1   2   19  23 653 505
  222 2   2   20  31 657 517
  223 2   2   20  39 680 540
  224 2   2   20  27 645 495
  225 2   2   20  23 634 515
  226 2   2   20  11 599 530
  227 2   2   20  37 674 482
  228 1   2   20  45 698 532
  229 1   2   20  19 622 495
  236 2   2   21  27 590 497
  237 2   2   21   1 521 525
  244 2   2   22 -29 542 550
